date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-03-10,000301,14.68,14.26,14.68,14.14,305474,443754502.23,3.67,-0.0319,-0.47,0.005600000000000001
2023-03-13,000301,14.16,14.18,14.4,14.0,160103,230408736.11,2.81,-0.005600000000000001,-0.08,0.0029
2023-03-14,000301,14.0,13.82,14.11,13.61,312860,438444236.45,3.53,-0.0254,-0.36,0.005699999999999999
2023-03-15,000301,13.84,14.15,14.26,13.84,294922,422572414.2,3.04,0.0239,0.33,0.0054
2023-03-16,000301,14.08,13.48,14.25,13.4,340805,472729886.98,6.01,-0.0473,-0.67,0.0062
2023-03-17,000301,13.58,13.31,13.67,13.2,239894,325853791.06,3.49,-0.0126,-0.17,0.0044
2023-03-20,000301,13.32,13.12,13.48,13.04,299938,402653356.61,3.31,-0.0143,-0.19,0.0055000000000000005
2023-03-21,000301,13.12,13.29,13.32,13.08,166661,223413756.93,1.83,0.013000000000000001,0.17,0.003
2023-03-22,000301,13.32,13.29,13.58,13.18,174994,237221991.77,3.01,0.0,0.0,0.0032
2023-03-23,000301,13.27,13.14,13.31,13.06,181954,242560800.66,1.88,-0.0113,-0.15,0.0033
2023-03-24,000301,13.18,13.29,13.46,13.03,241485,325567300.06,3.27,0.011399999999999999,0.15,0.0044
2023-03-27,000301,13.29,13.52,13.55,13.2,258597,352059134.0,2.63,0.0173,0.23,0.004699999999999999
2023-03-28,000301,14.4,13.86,14.88,13.73,612344,874849309.18,8.51,0.025099999999999997,0.34,0.0111
2023-03-29,000301,13.79,13.52,13.8,13.45,239438,329461585.88,2.53,-0.0245,-0.34,0.0044
2023-03-30,000301,13.57,13.44,13.57,13.22,198789,270121638.47,2.59,-0.0059,-0.08,0.0036
2023-03-31,000301,13.44,13.42,13.65,13.37,173835,238268060.69,2.08,-0.0015,-0.02,0.0032
