date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-03-08,000157,5.68,5.72,5.74,5.64,290553,192713587.62,1.75,0.0018,0.01,0.0040999999999999995
2023-03-09,000157,5.73,5.59,5.74,5.56,365918,239476714.75,3.15,-0.0227,-0.13,0.0052
2023-03-10,000157,5.58,5.49,5.61,5.47,368540,237962874.28,2.5,-0.0179,-0.1,0.0052
2023-03-13,000157,5.49,5.54,5.63,5.48,314243,204079871.85,2.73,0.0091,0.05,0.0044
2023-03-14,000157,5.6,5.43,5.6,5.4,304813,195346582.94,3.61,-0.0199,-0.11,0.0043
2023-03-15,000157,5.48,5.54,5.61,5.44,290307,187947857.03,3.13,0.0203,0.11,0.0040999999999999995
2023-03-16,000157,5.54,5.39,5.58,5.36,378110,241155124.29,3.97,-0.0271,-0.15,0.0053
2023-03-17,000157,5.45,5.46,5.54,5.43,289169,185475309.64,2.04,0.013000000000000001,0.07,0.0040999999999999995
2023-03-20,000157,5.49,5.45,5.68,5.43,541907,352107003.16,4.58,-0.0018,-0.01,0.0077
2023-03-21,000157,5.46,5.42,5.51,5.39,290344,185054371.94,2.2,-0.0055000000000000005,-0.03,0.0040999999999999995
2023-03-22,000157,5.45,5.41,5.48,5.39,229713,146150322.34,1.66,-0.0018,-0.01,0.0032
2023-03-23,000157,5.4,5.38,5.41,5.31,318572,200717649.35,1.85,-0.0055000000000000005,-0.03,0.0045000000000000005
2023-03-24,000157,5.39,5.29,5.4,5.21,413645,257015520.5,3.53,-0.0167,-0.09,0.0059
2023-03-27,000157,5.29,5.23,5.3,5.19,286701,176711620.1,2.08,-0.0113,-0.06,0.0040999999999999995
2023-03-28,000157,5.24,5.21,5.3,5.2,220330,136127942.13,1.91,-0.0038,-0.02,0.0031
2023-03-29,000157,5.25,5.22,5.25,5.17,224639,138158879.57,1.54,0.0019,0.01,0.0032
2023-03-30,000157,5.26,5.23,5.3,5.14,307314,188855509.5,3.07,0.0019,0.01,0.0043
2023-03-31,000157,5.26,5.27,5.35,5.23,342905,213378470.41,2.29,0.0076,0.04,0.0049
