date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-03-09,000001,11.93,11.59,11.97,11.52,1736065,2305765842.21,3.78,-0.0277,-0.33,0.0089
2023-03-10,000001,11.39,11.53,11.66,11.39,856996,1128558359.5,2.33,-0.0052,-0.06,0.0044
2023-03-13,000001,11.51,11.44,11.68,11.39,1000635,1309490079.38,2.52,-0.0078000000000000005,-0.09,0.0052
2023-03-14,000001,11.38,11.26,11.39,11.12,1149076,1474124198.86,2.36,-0.015700000000000002,-0.18,0.0059
2023-03-15,000001,11.44,11.44,11.57,11.33,979364,1278262225.47,2.13,0.016,0.18,0.005
2023-03-16,000001,11.28,11.21,11.42,11.19,916792,1182054433.62,2.01,-0.020099999999999996,-0.23,0.004699999999999999
2023-03-17,000001,11.38,11.14,11.43,11.04,1556814,2000832407.83,3.48,-0.0062,-0.07,0.008
2023-03-20,000001,11.15,10.96,11.24,10.94,1188816,1505893658.68,2.69,-0.016200000000000003,-0.18,0.0060999999999999995
2023-03-21,000001,11.04,11.09,11.17,10.89,840743,1060914056.37,2.55,0.011899999999999999,0.13,0.0043
2023-03-22,000001,11.14,11.18,11.27,11.1,876691,1121080753.38,1.53,0.008100000000000001,0.09,0.0045000000000000005
2023-03-23,000001,11.09,11.29,11.29,11.02,804306,1029380497.27,2.42,0.0098,0.11,0.0040999999999999995
2023-03-24,000001,11.24,11.21,11.25,11.15,621519,796319541.97,0.89,-0.0070999999999999995,-0.08,0.0032
2023-03-27,000001,11.19,10.99,11.2,10.85,1008422,1266945056.03,3.12,-0.0196,-0.22,0.0052
2023-03-28,000001,11.05,11.03,11.12,10.94,673868,851797868.56,1.64,0.0036,0.04,0.0034999999999999996
2023-03-29,000001,11.12,10.92,11.13,10.89,596064,750687550.55,2.18,-0.01,-0.11,0.0031
2023-03-30,000001,10.94,11.07,11.1,10.8,824546,1035422932.01,2.75,0.0137,0.15,0.0042
2023-03-31,000001,11.08,10.92,11.16,10.9,865492,1092263436.9,2.35,-0.013600000000000001,-0.15,0.0045000000000000005
