date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-02-21,000100,3.91,3.95,3.98,3.9,2266949,1015516196.37,2.04,0.0077,0.03,0.0166
2023-02-22,000100,3.92,3.99,4.05,3.9,2305974,1042762160.12,3.8,0.0101,0.04,0.0169
2023-02-23,000100,3.98,3.97,4.03,3.91,2392495,1076049368.21,3.01,-0.005,-0.02,0.0175
2023-02-24,000100,3.94,3.92,3.98,3.88,1350440,600533917.78,2.52,-0.0126,-0.05,0.009899999999999999
2023-02-27,000100,3.88,3.89,3.94,3.87,1338368,594035498.57,1.79,-0.0077,-0.03,0.0098
2023-02-28,000100,3.89,3.91,3.93,3.84,1631951,720578900.29,2.31,0.0051,0.02,0.012
2023-03-01,000100,3.91,3.94,3.98,3.89,1912558,856689355.39,2.3,0.0077,0.03,0.013999999999999999
2023-03-02,000100,3.93,3.92,3.96,3.91,1030463,460335905.49,1.27,-0.0051,-0.02,0.0075
2023-03-03,000100,3.93,3.92,3.95,3.86,1281017,568205728.99,2.3,0.0,0.0,0.009399999999999999
2023-03-06,000100,3.92,3.87,3.96,3.85,1565135,692023143.99,2.81,-0.0128,-0.05,0.0115
2023-03-07,000100,3.95,3.83,4.09,3.82,4162052,1871760022.59,6.98,-0.0103,-0.04,0.0305
2023-03-08,000100,3.83,3.85,3.86,3.78,1483557,644456534.44,2.09,0.0052,0.02,0.0109
2023-03-09,000100,3.84,3.82,3.88,3.82,985332,430179633.41,1.56,-0.0078000000000000005,-0.03,0.0072
2023-03-10,000100,3.79,3.76,3.81,3.75,1502817,645972819.25,1.57,-0.015700000000000002,-0.06,0.011000000000000001
2023-03-13,000100,3.73,3.76,3.78,3.71,1519789,647679543.23,1.86,0.0,0.0,0.0111
2023-03-14,000100,3.75,3.7,3.76,3.63,1597199,670521625.83,3.46,-0.016,-0.06,0.011699999999999999
2023-03-15,000100,3.72,3.74,3.8,3.71,1367876,584583849.27,2.43,0.0108,0.04,0.01
2023-03-16,000100,3.71,3.67,3.73,3.66,1142370,481089694.72,1.87,-0.0187,-0.07,0.0084
2023-03-17,000100,3.69,3.71,3.75,3.69,1370145,579843679.15,1.63,0.0109,0.04,0.01
2023-03-20,000100,3.69,3.72,3.75,3.68,1442622,610226259.38,1.89,0.0027,0.01,0.0106
2023-03-21,000100,3.78,3.76,3.79,3.7,1870882,796291751.63,2.42,0.0108,0.04,0.0137
2023-03-22,000100,3.77,4.0,4.02,3.76,5296934,2372723401.99,6.91,0.0638,0.24,0.0388
2023-03-23,000100,4.0,4.05,4.05,3.98,2825934,1292516535.02,1.75,0.0125,0.05,0.0207
2023-03-24,000100,4.07,4.05,4.1,3.97,2270510,1037708266.41,3.21,0.0,0.0,0.0166
2023-03-27,000100,4.04,3.93,4.06,3.89,2536701,1139386604.46,4.2,-0.0296,-0.12,0.018600000000000002
2023-03-28,000100,3.94,3.86,3.96,3.85,1806591,796396803.51,2.8,-0.0178,-0.07,0.0132
2023-03-29,000100,3.86,3.89,3.92,3.82,1604844,707678235.57,2.59,0.0078000000000000005,0.03,0.0118
2023-03-30,000100,3.88,3.92,3.95,3.85,1583028,702000219.03,2.57,0.0077,0.03,0.0116
2023-03-31,000100,3.91,3.9,3.92,3.83,1555885,684915539.17,2.3,-0.0051,-0.02,0.011399999999999999
