date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-02-07,000002,16.6,16.88,17.12,16.54,1007425,1769210773.97,3.49,0.0169,0.28,0.0104
2023-02-08,000002,16.86,16.82,17.16,16.79,436367,768911653.63,2.19,-0.0036,-0.06,0.0045000000000000005
2023-02-09,000002,16.81,16.99,17.15,16.73,463508,819148070.34,2.5,0.0101,0.17,0.0048
2023-02-10,000002,16.96,16.99,17.22,16.82,449961,795674132.73,2.35,0.0,0.0,0.0046
2023-02-13,000002,16.67,16.98,17.07,16.49,771730,1351370295.53,3.41,-0.0006,-0.01,0.0079
2023-02-14,000002,17.0,17.03,17.22,16.89,573618,1016643120.41,1.94,0.0029,0.05,0.0059
2023-02-15,000002,16.92,16.66,16.95,16.59,658286,1142728843.53,2.11,-0.0217,-0.37,0.0068000000000000005
2023-02-16,000002,16.67,16.65,17.0,16.5,727256,1270775881.39,3.0,-0.0006,-0.01,0.0075
2023-02-17,000002,16.6,16.41,16.71,16.4,488838,842010133.23,1.86,-0.0144,-0.24,0.005
2023-02-20,000002,16.4,16.88,16.98,16.4,834306,1451116357.19,3.53,0.0286,0.47,0.0086
2023-02-21,000002,17.2,16.95,17.29,16.85,806482,1428804707.65,2.61,0.0040999999999999995,0.07,0.0083
2023-02-22,000002,16.73,16.75,16.85,16.72,374754,653483957.89,0.77,-0.0118,-0.2,0.0039000000000000003
2023-02-23,000002,16.78,16.79,16.96,16.72,402954,705286110.69,1.43,0.0024,0.04,0.0040999999999999995
2023-02-24,000002,16.83,16.54,16.86,16.45,522142,901030905.69,2.44,-0.0149,-0.25,0.0054
2023-02-27,000002,16.55,16.5,16.72,16.48,369424,637672051.82,1.45,-0.0024,-0.04,0.0038
2023-02-28,000002,16.55,16.46,16.58,16.23,734644,1250302163.4,2.12,-0.0024,-0.04,0.0076
2023-03-01,000002,16.39,16.54,16.55,16.32,773277,1323358805.34,1.4,0.0049,0.08,0.008
2023-03-02,000002,16.32,16.05,16.34,16.0,1456361,2445438224.62,2.06,-0.0296,-0.49,0.015
2023-03-03,000002,16.08,16.13,16.15,15.9,853120,1425042513.89,1.56,0.005,0.08,0.0088
2023-03-06,000002,16.13,15.77,16.13,15.71,1094292,1807776503.96,2.6,-0.0223,-0.36,0.0113
2023-03-07,000002,15.77,15.45,15.88,15.43,896477,1463074984.04,2.85,-0.0203,-0.32,0.0092
2023-03-08,000002,15.46,15.41,15.51,15.27,801019,1285441811.01,1.55,-0.0026,-0.04,0.008199999999999999
2023-03-09,000002,15.43,15.44,15.66,15.42,551708,893633763.68,1.56,0.0019,0.03,0.005699999999999999
2023-03-10,000002,15.31,15.15,15.37,15.09,532489,845975858.27,1.81,-0.018799999999999997,-0.29,0.0055000000000000005
2023-03-13,000002,15.15,15.16,15.32,15.03,510264,807968031.02,1.91,0.0007000000000000001,0.01,0.0053
2023-03-14,000002,15.16,15.07,15.38,14.94,583278,922276387.55,2.9,-0.0059,-0.09,0.006
2023-03-15,000002,15.13,15.18,15.29,15.09,487744,774104066.01,1.33,0.0073,0.11,0.005
2023-03-16,000002,15.11,15.07,15.26,14.9,482686,762875485.46,2.37,-0.0072,-0.11,0.005
2023-03-17,000002,15.21,15.22,15.44,15.13,703930,1122568973.86,2.06,0.01,0.15,0.0072
2023-03-20,000002,15.28,15.04,15.4,14.99,690896,1092802294.04,2.69,-0.0118,-0.18,0.0070999999999999995
2023-03-21,000002,15.04,15.06,15.14,14.96,467559,734087324.61,1.2,0.0013,0.02,0.0048
2023-03-22,000002,15.08,15.22,15.31,15.0,662351,1050763521.5,2.06,0.0106,0.16,0.0068000000000000005
2023-03-23,000002,15.15,15.18,15.23,15.05,551031,871426989.95,1.18,-0.0026,-0.04,0.005699999999999999
2023-03-24,000002,15.19,15.13,15.27,14.94,779016,1228146581.71,2.17,-0.0033,-0.05,0.008
2023-03-27,000002,15.13,14.79,15.15,14.76,845141,1313913689.56,2.58,-0.0225,-0.34,0.0087
2023-03-28,000002,14.73,14.67,14.92,14.6,664533,1022280957.01,2.16,-0.008100000000000001,-0.12,0.0068000000000000005
2023-03-29,000002,14.73,14.71,14.94,14.67,654848,1012734686.59,1.84,0.0027,0.04,0.0067
2023-03-30,000002,14.72,14.92,14.95,14.59,620535,959614112.35,2.45,0.0143,0.21,0.0064
2023-03-31,000002,14.92,14.56,14.97,14.47,1349694,2070645596.21,3.35,-0.0241,-0.36,0.0139
