date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-01-03,000063,24.18,24.23,24.48,23.78,227326,589696754.07,2.9,0.0029,0.07,0.005699999999999999
2023-01-04,000063,24.36,24.74,25.02,24.26,328139,868348241.77,3.14,0.021,0.51,0.008199999999999999
2023-01-05,000063,24.72,24.74,25.01,24.52,237419,629370047.81,1.98,0.0,0.0,0.006
2023-01-06,000063,24.74,24.3,24.79,24.27,195635,512022378.94,2.1,-0.0178,-0.44,0.0049
2023-01-09,000063,24.24,23.94,24.48,23.8,263791,677835510.66,2.8,-0.0148,-0.36,0.0066
2023-01-10,000063,24.04,23.79,24.04,23.6,179968,457876629.7,1.84,-0.0063,-0.15,0.0045000000000000005
2023-01-11,000063,23.8,24.59,25.24,23.8,510517,1353631621.86,6.05,0.0336,0.8,0.0128
2023-01-12,000063,24.59,24.9,25.17,24.5,277985,739322729.85,2.72,0.0126,0.31,0.006999999999999999
2023-01-13,000063,24.96,24.73,25.09,24.43,190227,500973871.39,2.65,-0.0068000000000000005,-0.17,0.0048
2023-01-16,000063,24.62,25.1,25.32,24.62,309975,831043818.98,2.83,0.015,0.37,0.0078000000000000005
2023-01-17,000063,25.06,24.83,25.13,24.75,193711,515758897.23,1.51,-0.0108,-0.27,0.0049
2023-01-18,000063,24.83,25.1,25.15,24.79,142784,381761596.17,1.45,0.0109,0.27,0.0036
2023-01-19,000063,25.0,25.11,25.12,24.72,193547,515390255.71,1.59,0.0004,0.01,0.0049
2023-01-20,000063,25.05,25.66,25.9,25.0,441418,1208286846.74,3.58,0.0219,0.55,0.0111
2023-01-30,000063,25.89,25.31,26.02,25.26,364304,992748305.19,2.96,-0.013600000000000001,-0.35,0.0092
2023-01-31,000063,25.19,24.94,25.32,24.9,176964,473237164.34,1.66,-0.0146,-0.37,0.0044
2023-02-01,000063,24.94,25.28,25.43,24.94,204241,549508211.18,1.96,0.013600000000000001,0.34,0.0051
2023-02-02,000063,25.34,25.25,25.72,25.11,250759,678764244.27,2.41,-0.0012,-0.03,0.0063
2023-02-03,000063,25.14,25.41,25.43,24.81,258123,690972746.89,2.46,0.0063,0.16,0.006500000000000001
2023-02-06,000063,25.24,25.13,25.76,24.97,263408,710124720.38,3.11,-0.011000000000000001,-0.28,0.0066
2023-02-07,000063,25.16,25.47,25.69,24.98,262590,712197481.03,2.83,0.013500000000000002,0.34,0.0066
2023-02-08,000063,25.5,25.05,25.79,25.01,226452,609382522.03,3.06,-0.0165,-0.42,0.005699999999999999
2023-02-09,000063,24.96,26.13,26.27,24.72,532834,1464974649.11,6.19,0.0431,1.08,0.0134
2023-02-10,000063,26.1,26.5,27.3,25.99,635800,1807177304.27,5.01,0.014199999999999999,0.37,0.016
2023-02-13,000063,26.6,26.46,26.61,26.12,334056,936961566.06,1.85,-0.0015,-0.04,0.0084
2023-02-14,000063,26.44,26.58,26.72,26.33,255785,722574679.84,1.47,0.0045000000000000005,0.12,0.0064
2023-02-15,000063,26.58,27.4,27.68,26.46,557332,1609396882.06,4.59,0.030899999999999997,0.82,0.013999999999999999
2023-02-16,000063,27.41,28.16,29.38,27.25,1242596,3746090916.98,7.77,0.0277,0.76,0.031200000000000002
2023-02-17,000063,28.1,26.27,28.1,26.27,848566,2436019130.4,6.5,-0.06709999999999999,-1.89,0.0213
2023-02-20,000063,26.11,27.87,27.92,26.11,861617,2500873973.38,6.89,0.060899999999999996,1.6,0.0216
2023-02-21,000063,27.64,28.46,29.4,27.59,1061401,3221241600.13,6.49,0.0212,0.59,0.026699999999999998
2023-02-22,000063,28.12,28.94,29.28,28.02,837677,2556363929.03,4.43,0.0169,0.48,0.021
2023-02-23,000063,28.8,28.08,29.2,27.69,805564,2423087508.24,5.22,-0.0297,-0.86,0.0202
2023-02-24,000063,28.1,28.4,28.84,27.9,507631,1529106115.35,3.35,0.011399999999999999,0.32,0.0128
2023-02-27,000063,28.18,29.59,29.97,28.14,1139455,3536745856.2,6.44,0.04190000000000001,1.19,0.0286
2023-02-28,000063,30.8,30.54,31.9,29.97,1919904,6228764744.28,6.52,0.0321,0.95,0.0482
2023-03-01,000063,30.39,31.21,32.05,30.18,1972734,6526733972.73,6.12,0.0219,0.67,0.0496
2023-03-02,000063,31.05,30.89,31.82,30.61,1408805,4628414252.79,3.88,-0.0103,-0.32,0.0354
2023-03-03,000063,30.3,30.28,30.8,29.41,1069644,3399595693.71,4.5,-0.0197,-0.61,0.0269
2023-03-06,000063,30.8,31.06,32.01,30.46,1453692,4777516148.16,5.12,0.0258,0.78,0.0365
2023-03-07,000063,30.4,29.45,31.02,29.2,1104161,3496354048.93,5.86,-0.0518,-1.61,0.0277
2023-03-08,000063,29.29,29.7,30.05,29.18,741717,2319330088.18,2.95,0.0085,0.25,0.018600000000000002
2023-03-09,000063,29.7,30.89,31.43,28.88,1178838,3764039841.14,8.59,0.0401,1.19,0.0296
2023-03-10,000063,30.61,30.59,31.47,30.45,915857,2992528660.9,3.3,-0.0097,-0.3,0.023
2023-03-13,000063,29.98,32.31,32.48,29.81,1529267,5149687284.71,8.73,0.0562,1.72,0.0384
2023-03-14,000063,31.99,32.03,32.5,31.52,1155278,3909763452.85,3.03,-0.0087,-0.28,0.028999999999999998
2023-03-15,000063,32.07,31.31,32.37,30.8,697503,2308758830.75,4.9,-0.0225,-0.72,0.0175
2023-03-16,000063,31.08,30.72,31.4,30.45,502724,1635784858.29,3.03,-0.018799999999999997,-0.59,0.0126
2023-03-17,000063,31.15,32.98,33.4,31.0,1671168,5721648629.04,7.81,0.0736,2.26,0.042
2023-03-20,000063,33.0,32.0,34.27,31.78,1416117,4915230099.57,7.55,-0.0297,-0.98,0.0356
2023-03-21,000063,32.3,32.2,32.5,31.52,656519,2208243051.18,3.06,0.0063,0.2,0.0165
2023-03-22,000063,32.31,34.02,34.15,31.68,1319133,4627039570.49,7.67,0.0565,1.82,0.0331
2023-03-23,000063,33.79,34.9,35.31,33.56,1585353,5766989510.63,5.14,0.0259,0.88,0.0398
2023-03-24,000063,34.6,33.69,34.9,32.81,1416328,5016370107.88,5.99,-0.0347,-1.21,0.0356
2023-03-27,000063,33.59,32.59,33.64,32.02,1283745,4425550803.91,4.81,-0.0327,-1.1,0.0323
2023-03-28,000063,32.4,33.1,33.5,32.23,870357,3016597806.92,3.9,0.015600000000000001,0.51,0.0219
2023-03-29,000063,33.18,32.99,33.3,32.0,782218,2685933702.9,3.93,-0.0033,-0.11,0.0197
2023-03-30,000063,32.8,29.9,32.8,29.52,2030804,6512362659.05,9.94,-0.09369999999999999,-3.09,0.051
2023-03-31,000063,30.42,30.86,31.13,29.85,1011588,3260874840.52,4.28,0.0321,0.96,0.0254
