date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-02-14,000338,11.0,11.02,11.13,10.89,512968,635140803.34,2.19,0.0036,0.04,0.0102
2023-02-15,000338,11.02,11.05,11.26,11.01,499895,626584413.11,2.27,0.0027,0.03,0.009899999999999999
2023-02-16,000338,11.05,10.73,11.08,10.62,474525,581420244.87,4.16,-0.028999999999999998,-0.32,0.009399999999999999
2023-02-17,000338,10.77,10.85,11.07,10.76,500032,615538758.05,2.89,0.011200000000000002,0.12,0.009899999999999999
2023-02-20,000338,11.31,11.52,11.72,11.14,1782488,2299563574.72,5.35,0.061799999999999994,0.67,0.0353
2023-02-21,000338,11.51,11.59,11.79,11.44,762240,992269827.12,3.04,0.0060999999999999995,0.07,0.0151
2023-02-22,000338,11.49,11.44,11.53,11.29,565015,723656652.39,2.07,-0.0129,-0.15,0.011200000000000002
2023-02-23,000338,11.43,11.3,11.53,11.3,434202,555229812.68,2.01,-0.012199999999999999,-0.14,0.0086
2023-02-24,000338,11.31,11.14,11.36,11.09,407663,511992429.24,2.39,-0.014199999999999999,-0.16,0.008100000000000001
2023-02-27,000338,11.1,10.97,11.13,10.92,406270,503781145.13,1.89,-0.015300000000000001,-0.17,0.008
2023-02-28,000338,10.99,11.05,11.07,10.88,289522,357933738.11,1.73,0.0073,0.08,0.005699999999999999
2023-03-01,000338,11.07,11.08,11.18,10.94,396356,494143479.79,2.17,0.0027,0.03,0.0079
2023-03-02,000338,11.06,11.19,11.41,11.05,448605,568183203.34,3.25,0.009899999999999999,0.11,0.0089
2023-03-03,000338,11.2,11.11,11.26,11.01,290779,363345745.88,2.23,-0.0070999999999999995,-0.08,0.0058
2023-03-06,000338,11.15,10.79,11.15,10.64,692417,843709938.9,4.59,-0.0288,-0.32,0.0137
2023-03-07,000338,10.75,10.65,10.94,10.64,470322,572197164.64,2.78,-0.013000000000000001,-0.14,0.009300000000000001
2023-03-08,000338,10.62,10.58,10.64,10.48,372645,445028788.05,1.5,-0.0066,-0.07,0.0074
2023-03-09,000338,10.63,10.51,10.7,10.44,270678,323278265.5,2.46,-0.0066,-0.07,0.0054
2023-03-10,000338,10.44,10.21,10.44,10.17,504586,587917818.97,2.57,-0.0285,-0.3,0.01
2023-03-13,000338,10.19,10.25,10.33,10.11,293239,339955238.99,2.15,0.0039000000000000003,0.04,0.0058
2023-03-14,000338,10.24,10.27,10.4,10.13,391893,456967526.55,2.63,0.002,0.02,0.0078000000000000005
2023-03-15,000338,10.35,10.46,10.58,10.31,350941,415464529.04,2.63,0.018500000000000003,0.19,0.006999999999999999
2023-03-16,000338,10.38,10.25,10.44,10.19,275601,322343089.72,2.39,-0.020099999999999996,-0.21,0.0055000000000000005
2023-03-17,000338,10.46,10.27,10.5,10.19,358415,420977780.61,3.02,0.002,0.02,0.0070999999999999995
2023-03-20,000338,10.27,10.17,10.44,10.16,380390,444445394.27,2.73,-0.0097,-0.1,0.0075
2023-03-21,000338,10.21,10.22,10.27,10.11,245510,284161375.13,1.57,0.0049,0.05,0.0049
2023-03-22,000338,10.29,10.46,10.54,10.22,441360,521987581.26,3.13,0.0235,0.24,0.0087
2023-03-23,000338,10.4,10.41,10.46,10.34,267533,315173385.2,1.15,-0.0048,-0.05,0.0053
2023-03-24,000338,10.44,10.16,10.46,9.97,812217,937159159.25,4.71,-0.024,-0.25,0.0161
2023-03-27,000338,10.17,10.51,10.54,10.06,660632,779166659.73,4.72,0.0344,0.35,0.0131
2023-03-28,000338,10.51,10.82,10.91,10.51,651174,792494733.82,3.81,0.029500000000000002,0.31,0.0129
2023-03-29,000338,10.81,10.96,10.99,10.78,514174,632313651.11,1.94,0.0129,0.14,0.0102
2023-03-30,000338,10.97,10.88,10.97,10.66,460186,560152506.6,2.83,-0.0073,-0.08,0.0091
2023-03-31,000338,10.98,11.22,11.27,10.95,626124,787353681.8,2.94,0.0313,0.34,0.0124
