date,code,open,close,high,low,volume,amount,振幅,pct_chg,涨跌额,turnover
2023-02-21,000166,4.13,4.14,4.14,4.1,557020,235313111.21,0.97,0.0024,0.01,0.25
2023-02-22,000166,4.12,4.12,4.15,4.11,424096,179394275.74,0.97,-0.0048,-0.02,0.19
2023-02-23,000166,4.13,4.14,4.18,4.12,537471,228380148.49,1.46,0.0049,0.02,0.24
2023-02-24,000166,4.14,4.12,4.16,4.09,376794,159046669.26,1.69,-0.0048,-0.02,0.17
2023-02-27,000166,4.09,4.08,4.12,4.07,316867,132800720.32,1.21,-0.0097,-0.04,0.14
2023-02-28,000166,4.08,4.12,4.12,4.06,372922,156283693.23,1.47,0.0098,0.04,0.17
2023-03-01,000166,4.12,4.15,4.16,4.1,615306,260589993.84,1.46,0.0073,0.03,0.27
2023-03-02,000166,4.15,4.15,4.17,4.13,547365,232971571.55,0.96,0.0,0.0,0.24
2023-03-03,000166,4.17,4.18,4.19,4.14,597565,255055760.17,1.2,0.0072,0.03,0.27
2023-03-06,000166,4.19,4.14,4.2,4.13,492322,209388424.4,1.67,-0.0096,-0.04,0.22
2023-03-07,000166,4.14,4.11,4.18,4.11,657145,279112047.47,1.69,-0.0072,-0.03,0.29
2023-03-08,000166,4.1,4.1,4.12,4.08,370236,155354830.39,0.97,-0.0024,-0.01,0.16
2023-03-09,000166,4.1,4.08,4.11,4.07,300102,125662705.3,0.98,-0.0049,-0.02,0.13
2023-03-10,000166,4.07,4.04,4.08,4.03,418802,173912749.88,1.23,-0.0098,-0.04,0.19
2023-03-13,000166,4.03,4.05,4.06,4.01,437876,180957477.54,1.24,0.0025,0.01,0.19
2023-03-14,000166,4.04,4.01,4.05,4.0,407320,167862123.51,1.23,-0.009899999999999999,-0.04,0.18
2023-03-15,000166,4.03,4.05,4.06,4.02,293000,121444693.4,1.0,0.01,0.04,0.13
2023-03-16,000166,4.03,4.02,4.05,4.01,276390,114197084.66,0.99,-0.0074,-0.03,0.12
2023-03-17,000166,4.04,4.06,4.1,4.03,539343,224868760.8,1.74,0.01,0.04,0.24
2023-03-20,000166,4.06,4.03,4.1,4.03,471389,196364550.99,1.72,-0.0074,-0.03,0.21
2023-03-21,000166,4.05,4.07,4.08,4.03,300483,124894474.61,1.24,0.009899999999999999,0.04,0.13
2023-03-22,000166,4.08,4.08,4.09,4.05,356858,148846450.27,0.98,0.0025,0.01,0.16
2023-03-23,000166,4.07,4.13,4.13,4.06,467366,196271484.66,1.72,0.0123,0.05,0.21
2023-03-24,000166,4.13,4.12,4.14,4.09,393676,166054738.75,1.21,-0.0024,-0.01,0.17
2023-03-27,000166,4.12,4.11,4.14,4.08,373605,157319885.33,1.46,-0.0024,-0.01,0.17
2023-03-28,000166,4.11,4.1,4.12,4.09,293334,123340629.54,0.73,-0.0024,-0.01,0.13
2023-03-29,000166,4.11,4.08,4.12,4.06,285920,119549111.39,1.46,-0.0049,-0.02,0.13
2023-03-30,000166,4.09,4.1,4.12,4.04,414309,173155492.14,1.96,0.0049,0.02,0.18
2023-03-31,000166,4.09,4.07,4.1,4.07,328666,137408789.61,0.73,-0.0073,-0.03,0.15
